24 58,477 65,476 62,491 69,491
31 66,476 75,475 70,491 79,491
22 76,475 85,474 79,491 88,491
5 90,473 100,472 93,491 102,490
3 101,472 113,471 103,490 115,490
8 115,471 127,470 117,490 129,490
9 129,470 144,468 130,490 145,489
plate 55,471 147,459 62,494 148,494
13 111,282 131,281 123,318 142,318
24 133,281 153,280 144,318 164,318
33 156,280 177,279 166,318 186,318
5 187,279 210,278 195,318 216,317
4 212,278 236,277 218,317 241,317
4 238,277 263,276 243,317 266,317
6 265,276 291,274 268,317 292,317
plate 103,266 298,255 125,328 298,327
