27 153,384 159,383 146,397 153,397
25 160,383 166,382 154,397 161,397
12 166,382 173,382 161,397 168,397
9 176,381 184,381 172,397 180,396
5 185,380 193,380 181,396 190,396
5 194,380 203,379 191,396 201,396
5 204,379 213,378 202,396 212,395
plate 155,379 216,371 144,402 216,401
25 212,73 236,72 228,118 251,117
18 239,71 264,70 253,117 277,117
14 266,70 293,69 279,117 304,117
7 305,68 334,67 316,117 342,116
0 337,67 367,65 345,116 373,116
8 369,65 400,63 375,116 404,116
1 404,63 437,61 408,116 438,115
plate 202,53 446,37 229,129 447,128
