24 151,85 183,91 137,165 172,167
19 187,92 216,97 176,167 207,169
23 218,97 244,102 209,169 237,170
3 255,104 277,108 249,170 273,172
5 280,108 300,112 276,172 298,173
5 302,112 320,115 299,173 319,174
3 322,116 340,119 321,174 339,175
plate 153,56 344,99 128,189 344,191
12 157,316 181,317 171,363 193,363
22 184,317 206,318 195,363 216,364
24 209,318 231,319 218,364 238,364
4 240,320 261,321 247,364 266,364
6 263,321 283,322 268,364 287,364
7 285,322 305,323 289,364 307,365
4 307,323 325,324 308,365 326,365
plate 149,296 330,308 171,374 330,374
