11 191,435 216,437 180,493 207,493
27 218,437 242,439 209,493 235,494
30 244,439 265,441 237,494 260,494
4 276,442 296,444 271,495 292,495
0 298,444 317,446 294,495 315,496
1 319,446 337,447 317,496 336,496
2 339,447 357,449 338,496 356,497
plate 192,413 361,431 175,510 361,511
24 28,292 42,290 42,316 55,316
12 43,290 58,288 56,316 71,315
32 60,288 77,286 73,315 89,315
1 85,285 105,283 96,315 115,314
3 107,283 130,280 117,314 138,314
6 133,280 159,277 140,314 164,313
0 162,277 192,274 167,313 194,313
plate 21,282 200,255 43,322 201,321
