14 63,296 76,299 59,329 73,329
21 77,299 90,301 74,329 87,330
33 91,301 101,303 88,330 99,331
6 106,304 115,305 104,331 114,331
7 116,306 124,307 114,331 124,332
2 125,307 133,309 125,332 132,332
6 133,309 141,310 133,332 141,332
plate 63,285 142,302 56,337 142,338
19 68,434 85,433 73,467 90,466
25 87,432 106,431 92,466 110,466
13 108,430 127,429 112,466 131,465
4 138,428 160,425 142,465 163,465
5 162,425 188,423 165,465 190,464
8 190,423 217,420 192,464 219,463
7 221,420 251,417 222,463 251,463
plate 64,421 260,396 73,475 260,475
