17 223,241 244,242 217,290 239,290
14 246,243 266,244 241,290 262,290
21 268,244 287,245 264,290 284,291
3 295,246 313,247 292,291 310,291
1 314,247 331,248 312,291 330,292
0 333,248 349,250 332,292 349,292
0 351,250 367,251 350,292 366,292
plate 223,224 371,237 213,302 371,303
12 19,167 43,171 10,227 36,228
10 46,172 67,176 39,228 61,229
12 69,176 88,179 64,229 84,230
1 96,180 112,183 92,230 110,231
4 114,184 129,186 112,231 128,232
1 131,187 145,189 129,232 144,233
1 146,189 159,191 146,233 159,233
plate 20,147 162,178 5,242 162,244
