33 242,164 268,168 226,228 256,229
30 270,168 294,172 258,229 285,230
21 296,172 317,175 287,231 310,231
5 327,177 346,179 321,232 342,233
1 348,180 366,182 343,233 363,233
7 368,182 384,185 365,234 382,234
0 386,185 401,187 384,234 400,235
plate 245,141 405,170 219,248 405,249
30 318,302 333,304 322,334 336,334
15 334,304 348,306 337,334 351,335
18 350,306 361,308 352,335 363,335
4 367,309 377,310 368,335 378,336
4 378,310 388,312 379,336 389,336
9 389,312 397,313 390,336 398,336
4 398,313 407,314 398,336 407,337
plate 315,289 408,306 322,341 408,341
