28 79,332 117,337 95,410 129,411
31 121,338 155,342 133,411 165,412
21 158,342 189,346 167,412 196,413
0 202,348 230,351 209,413 234,414
9 233,352 258,355 237,414 261,415
7 260,355 283,358 263,415 284,416
8 285,358 307,361 287,416 307,416
plate 67,297 312,338 94,429 312,430
20 31,43 42,42 37,64 48,64
14 43,42 55,41 50,64 61,64
21 57,41 70,40 63,64 75,64
5 76,39 91,38 81,64 95,63
3 92,38 108,37 96,63 111,63
4 110,37 127,36 112,63 129,63
9 129,35 147,34 131,63 147,62
plate 27,34 152,22 38,70 153,69
