17 201,234 234,237 208,305 240,306
31 238,238 270,241 244,306 274,307
33 272,241 301,244 276,307 305,307
8 314,245 340,247 317,308 343,308
9 343,248 368,250 346,308 370,309
6 370,250 393,252 371,309 394,309
7 396,253 418,255 397,310 418,310
plate 194,204 423,232 206,324 423,325
22 21,426 49,427 28,485 55,485
13 52,427 80,429 57,485 85,486
22 82,429 108,430 87,486 112,486
7 120,431 146,432 124,486 149,486
2 148,432 172,434 151,486 174,487
9 175,434 198,435 177,487 199,487
4 200,435 222,436 201,487 222,487
plate 14,401 228,416 26,500 228,501
