17 337,144 350,146 333,175 346,175
12 351,146 363,148 347,175 360,176
29 364,148 374,149 362,176 372,176
7 379,150 388,151 377,176 387,177
5 389,151 398,153 388,177 397,177
6 399,153 406,154 398,177 406,177
9 407,154 415,155 407,177 415,178
plate 338,133 416,148 330,182 416,183
15 166,242 178,240 151,271 164,271
29 179,240 195,237 166,271 181,270
33 196,237 213,234 182,270 200,269
2 221,233 242,229 208,268 231,267
0 244,229 267,225 232,267 258,266
4 270,224 298,219 261,266 292,264
3 301,219 335,213 295,264 332,262
plate 169,232 346,194 146,280 345,278
