11 313,323 328,322 303,359 319,359
17 330,322 346,321 321,359 338,358
25 347,321 364,320 339,358 357,358
6 371,320 388,319 365,358 383,358
5 390,319 408,318 385,358 404,357
1 410,318 429,317 406,357 426,357
5 431,317 450,316 429,357 450,357
plate 315,311 455,302 298,368 455,368
31 84,58 98,57 89,84 103,83
16 99,57 114,56 104,83 118,83
25 115,55 131,54 119,83 135,83
2 139,53 157,52 143,83 160,82
8 159,52 178,50 162,82 180,82
9 180,50 201,48 182,82 202,81
8 203,48 226,46 205,81 227,81
plate 80,47 233,29 89,91 234,90
