19 28,259 47,257 22,298 41,298
17 49,257 69,255 43,298 63,297
32 70,255 92,253 65,297 87,296
6 102,251 127,249 98,296 123,295
9 130,249 157,246 126,295 154,295
2 159,246 188,242 156,295 186,294
5 192,242 225,239 190,294 224,293
plate 29,245 234,217 18,309 234,308
13 55,430 70,428 42,463 58,462
19 71,428 88,425 59,462 77,462
24 90,425 108,423 78,462 97,461
7 117,421 139,418 106,461 129,460
2 140,418 164,415 131,460 157,459
1 167,414 194,411 160,458 189,457
1 197,410 228,406 192,457 226,456
plate 58,418 238,387 37,473 237,472
