23 280,118 295,117 288,147 302,147
12 297,117 313,117 304,147 319,147
13 314,117 331,116 320,147 336,147
8 338,116 354,116 343,147 358,147
0 357,115 373,115 361,147 376,146
2 376,115 394,114 378,146 396,146
3 395,114 414,114 397,146 414,146
plate 275,105 419,99 289,155 419,154
24 42,327 54,326 33,353 45,353
25 55,325 68,324 46,353 60,352
24 69,324 83,322 61,352 76,352
1 90,322 105,320 83,352 99,351
0 107,320 124,318 101,351 119,351
4 126,318 144,316 121,350 141,350
7 146,316 166,314 144,350 166,349
plate 44,317 173,300 28,361 172,360
