25 299,200 308,199 301,216 310,216
14 309,199 317,199 311,215 319,215
27 317,199 326,199 319,215 328,215
1 330,199 340,198 332,215 341,215
9 341,198 349,198 342,215 350,215
3 350,198 360,198 351,215 361,215
4 361,198 371,197 362,215 371,215
plate 298,193 374,189 301,220 374,220
18 91,324 114,326 95,375 118,375
28 117,326 139,328 120,375 142,376
17 141,328 162,330 144,376 164,376
5 171,330 190,332 173,376 192,377
0 192,332 210,333 194,377 211,377
2 212,333 230,335 213,377 230,377
6 231,335 248,336 232,377 248,378
plate 86,304 252,321 94,387 252,387
