21 28,87 54,89 20,144 47,144
27 56,89 80,91 49,144 74,145
32 82,91 103,93 76,145 99,145
7 114,94 134,95 110,146 131,146
5 136,95 156,97 133,146 154,146
8 158,97 177,98 156,146 176,147
5 179,98 197,100 178,147 197,147
plate 29,66 202,82 15,160 202,161
29 282,160 299,159 292,192 309,191
10 301,158 320,157 311,191 329,191
14 322,156 342,155 331,191 350,190
7 353,154 376,151 361,190 383,190
1 378,151 404,149 385,190 410,189
0 407,148 435,146 412,189 438,189
9 439,145 471,142 442,188 472,188
plate 275,147 480,121 293,200 480,199
