27 251,256 278,260 241,320 270,321
10 281,260 306,263 272,321 299,322
29 308,264 330,267 301,322 325,322
5 340,268 360,270 336,323 356,324
4 361,271 380,273 358,324 378,324
7 382,273 399,276 380,324 398,325
7 401,276 417,278 400,325 417,326
plate 253,232 421,260 235,338 421,340
21 55,17 75,15 72,54 92,53
26 78,15 100,13 94,53 115,53
30 102,13 127,10 117,53 140,52
5 139,9 166,7 152,52 177,51
2 170,6 201,4 181,51 209,51
8 203,3 237,0 211,51 243,50
0 241,0 280,-2 247,50 281,49
plate 45,1 291,-28 74,63 291,62
