16 110,166 123,164 117,188 129,188
17 124,164 138,162 131,188 145,187
32 140,161 156,159 146,187 163,187
5 164,158 184,155 170,186 190,186
4 186,155 210,151 192,186 215,185
1 213,151 242,147 217,185 245,184
4 245,147 280,142 248,184 281,182
plate 106,156 289,122 118,194 290,193
14 302,228 308,228 295,244 302,244
25 309,227 317,227 303,244 312,244
13 318,226 326,226 312,244 321,243
2 330,225 339,224 325,243 335,243
5 340,224 350,223 336,243 347,243
2 351,223 362,222 348,243 360,242
4 363,222 376,220 361,242 375,242
plate 303,223 378,213 293,248 378,248
