27 108,419 121,418 98,447 111,447
14 122,417 136,416 113,447 127,446
31 138,415 154,413 129,446 146,445
8 161,412 180,410 153,445 173,444
2 182,409 203,407 175,444 197,443
5 205,406 229,403 199,443 225,442
6 231,403 258,399 227,442 257,441
plate 110,409 266,383 94,456 265,454
17 352,330 373,331 360,371 381,371
25 374,331 395,332 382,371 401,371
20 396,332 417,333 403,371 422,372
8 425,333 444,334 430,372 447,372
4 446,334 463,335 449,372 466,372
2 465,335 483,336 468,372 484,372
2 485,336 501,336 486,372 501,372
plate 345,312 506,320 360,381 506,382
