15 372,221 381,221 377,239 386,239
20 382,221 392,220 387,239 397,238
27 393,220 403,219 398,238 407,238
9 408,219 419,219 412,238 422,238
6 420,218 432,218 423,238 435,238
8 434,218 446,217 436,238 447,238
2 447,217 461,216 448,238 461,238
plate 369,214 464,207 378,242 464,242
27 24,296 31,295 18,312 25,312
17 32,295 40,293 26,312 34,311
13 41,293 51,292 35,311 45,311
9 55,291 67,289 50,311 62,310
2 68,289 82,286 63,310 78,309
2 83,286 100,283 79,309 97,308
2 103,283 122,279 100,308 121,307
plate 25,291 129,269 15,317 128,316
