16 13,227 29,225 18,257 34,257
18 30,225 48,223 36,257 53,256
30 50,223 69,221 55,256 73,256
7 79,220 101,217 83,256 105,255
8 103,217 129,214 107,255 132,254
6 131,214 159,211 134,254 161,254
2 163,211 195,207 165,253 196,253
plate 9,215 204,186 18,265 205,264
31 44,65 70,67 36,122 63,122
28 72,67 96,69 65,122 90,123
13 98,69 119,71 92,123 115,123
5 130,72 150,73 126,124 147,124
3 152,73 172,75 149,124 170,124
0 174,75 193,76 172,124 192,125
1 195,76 213,78 194,125 213,125
plate 45,44 218,60 31,138 218,139
