20 13,273 38,275 0,334 28,335
22 41,275 66,277 30,335 57,335
32 68,277 91,279 60,335 84,336
4 101,280 124,281 95,336 119,337
3 126,282 146,283 121,337 143,337
2 149,283 169,285 146,337 167,338
1 170,285 189,286 169,338 189,338
plate 14,251 194,268 -6,352 194,353
23 182,109 198,110 189,143 204,144
20 200,110 216,111 206,144 221,144
21 218,111 234,112 223,144 238,144
6 241,112 256,113 244,144 258,144
6 257,113 271,114 259,144 273,144
3 272,114 286,115 274,144 287,145
7 288,115 300,116 289,145 300,145
plate 176,95 304,104 188,152 304,152
