23 101,51 131,53 111,112 139,113
19 133,53 163,55 142,113 170,113
30 165,55 192,57 172,113 198,113
9 204,57 231,59 209,114 234,114
8 233,59 257,61 236,114 259,114
8 260,61 283,62 262,114 284,115
4 284,63 306,64 286,115 307,115
plate 93,24 312,43 110,128 313,128
23 322,167 335,167 333,191 345,191
25 337,166 351,165 347,191 361,191
11 352,165 368,164 362,191 376,190
6 375,163 392,162 383,190 398,190
5 394,162 411,161 400,190 417,190
2 414,160 435,159 419,190 438,189
3 436,159 458,157 439,189 459,189
plate 316,157 464,142 335,197 465,197
