33 228,240 248,238 214,286 236,286
22 251,238 272,237 238,286 261,286
13 274,237 296,236 263,286 286,285
8 307,235 330,233 298,285 323,285
9 333,233 358,232 326,284 352,284
0 360,232 386,230 355,284 382,284
0 389,230 416,228 386,284 415,283
plate 231,223 424,208 208,300 423,300
21 35,73 49,75 39,103 52,104
24 50,75 64,76 53,104 67,104
33 65,77 77,78 68,104 79,104
3 82,79 93,80 84,104 94,105
5 94,80 104,81 95,105 105,105
4 105,81 114,82 106,105 114,105
8 115,82 124,83 115,105 124,106
plate 32,61 125,75 39,110 125,110
