23 253,258 279,260 243,320 271,321
12 281,260 307,262 273,321 301,321
10 309,263 333,264 303,321 328,322
3 344,265 366,267 339,322 363,323
0 368,267 389,269 365,323 387,323
4 392,269 412,271 389,323 410,324
6 413,271 432,272 412,324 432,324
plate 253,235 438,254 236,338 437,339
24 29,122 47,121 19,164 39,163
13 49,121 69,119 40,163 62,163
22 71,119 92,118 63,163 85,162
3 102,117 125,115 96,162 120,162
1 127,115 151,113 122,162 147,161
1 154,113 179,112 150,161 176,161
7 181,111 207,110 179,161 207,160
plate 30,107 216,91 14,176 215,175
