27 102,312 115,311 91,339 105,339
13 115,311 129,309 105,339 120,339
25 130,309 144,308 120,339 136,338
7 151,307 166,306 143,338 159,338
9 168,306 184,304 161,337 179,337
8 186,304 204,302 181,337 200,336
3 206,302 225,300 203,336 224,336
plate 105,302 231,287 87,348 230,347
27 195,53 217,53 184,103 207,103
26 220,53 242,52 210,103 234,103
29 244,52 268,51 236,103 260,103
2 278,50 303,49 272,102 297,102
5 305,49 330,48 300,102 326,102
5 332,48 358,47 328,102 355,102
6 361,47 387,46 359,102 387,101
plate 197,35 394,26 178,118 394,117
