27 195,407 208,405 188,433 201,433
27 209,405 224,402 202,433 217,432
12 225,402 241,400 218,432 234,431
5 250,398 269,395 243,431 263,430
0 271,395 294,391 265,430 289,429
2 297,390 323,386 292,429 320,427
0 327,385 360,380 324,427 359,426
plate 197,397 370,361 185,441 369,439
13 75,277 98,278 68,328 92,328
21 100,279 122,280 94,328 117,329
32 124,280 145,281 119,329 141,329
2 153,282 173,283 150,329 171,329
9 175,283 194,285 172,329 192,330
8 195,285 214,286 194,330 213,330
2 215,286 233,287 214,330 232,330
plate 75,258 237,271 64,343 237,343
