30 28,182 44,180 18,215 35,215
19 45,180 62,178 36,215 54,214
13 64,178 81,176 55,214 74,213
8 91,175 111,173 83,213 104,213
9 113,172 136,170 106,212 131,212
6 138,170 162,167 133,212 159,211
2 165,167 192,164 162,211 191,210
plate 30,170 200,146 14,225 200,224
26 122,273 145,272 131,319 154,318
10 148,271 173,270 157,318 181,318
21 175,270 201,269 183,318 208,318
3 213,268 241,267 220,318 246,317
1 244,267 273,265 249,317 276,317
6 275,265 305,264 279,317 307,317
0 308,264 340,262 311,317 340,316
plate 115,253 348,238 131,331 349,330
