15 46,127 67,125 56,168 77,168
15 69,125 93,124 79,168 101,168
22 95,124 119,123 103,168 126,167
1 130,122 157,121 137,167 162,167
2 159,121 186,119 164,167 190,167
5 189,119 217,117 193,167 220,166
7 220,117 249,116 222,166 250,166
plate 39,109 258,94 56,179 259,179
33 31,353 44,351 36,380 50,379
13 46,351 61,349 51,379 66,379
17 63,349 80,348 68,379 84,378
5 87,347 106,345 91,378 110,378
4 108,344 130,342 112,378 133,377
3 132,342 156,339 135,377 158,377
5 159,339 186,336 160,376 186,376
plate 27,343 193,320 36,386 194,385
