12 257,333 285,336 248,400 278,401
30 288,336 315,340 280,401 309,402
33 317,340 341,343 312,402 337,403
8 352,344 375,347 348,403 372,404
5 377,347 397,349 374,404 395,405
5 400,350 419,352 398,405 418,405
5 420,352 438,354 419,406 438,406
plate 257,307 443,336 241,420 443,421
15 369,263 385,264 361,301 378,301
18 387,264 403,265 380,301 397,301
18 403,265 419,266 398,301 414,302
4 425,266 439,267 421,302 436,302
7 441,267 454,268 438,302 452,302
1 456,268 469,269 453,302 468,302
1 470,269 483,269 469,302 483,303
plate 370,250 486,257 357,312 486,312
