22 27,110 37,110 20,134 30,134
25 39,110 49,109 32,134 43,134
14 51,109 62,108 45,134 57,134
0 68,108 80,107 63,133 76,133
2 81,107 95,106 77,133 92,133
2 96,106 110,105 93,133 108,133
2 112,104 126,104 110,133 125,132
plate 28,102 130,93 16,141 130,141
13 297,161 311,159 307,184 321,184
21 312,159 327,158 321,184 336,183
28 328,158 344,156 336,183 352,183
0 352,155 370,154 360,183 377,182
7 372,153 392,151 379,182 397,182
8 395,151 417,149 400,182 420,181
0 420,149 445,146 423,181 446,181
plate 292,150 453,129 308,190 453,189
