28 110,44 126,42 103,78 120,77
29 127,42 145,40 121,77 140,77
31 147,40 165,38 141,77 160,76
6 175,37 196,35 170,76 192,75
5 197,35 221,33 194,75 218,75
3 223,32 248,30 220,75 246,74
9 251,30 278,27 249,74 278,73
plate 111,31 286,8 100,88 286,87
25 39,252 49,251 34,275 45,275
33 51,250 63,249 46,275 59,274
27 63,249 77,248 60,274 73,274
1 83,247 97,245 79,274 94,273
3 99,245 114,244 96,273 112,273
8 116,243 134,241 114,273 133,272
4 135,241 155,239 134,272 155,272
plate 39,243 161,226 31,282 161,281
