23 257,314 276,313 264,350 282,349
22 278,313 298,312 284,349 303,349
30 300,312 320,311 305,349 325,349
0 330,310 351,309 334,349 355,348
7 354,309 377,308 357,348 379,348
3 379,308 403,307 382,348 405,348
9 405,306 431,305 407,348 431,347
plate 253,299 437,287 264,359 437,359
27 233,55 270,60 246,132 280,133
10 274,60 307,64 284,133 315,134
14 310,65 340,68 318,134 347,135
0 354,70 381,73 359,135 385,136
2 384,74 409,77 388,136 411,137
6 410,77 433,80 413,137 435,137
1 436,80 457,83 437,138 457,138
plate 222,21 463,60 245,151 463,152
