16 92,329 104,327 77,356 89,355
17 105,327 118,324 91,355 105,354
11 120,324 135,322 106,354 122,353
3 142,321 159,318 129,353 148,352
9 161,318 181,315 150,352 172,351
6 183,314 206,311 174,351 200,350
2 209,310 235,306 203,350 234,348
plate 96,319 243,292 71,364 242,362
19 23,74 49,75 37,123 61,124
29 52,75 77,77 64,124 87,124
27 79,77 103,78 89,124 111,124
5 114,78 137,79 121,124 142,124
8 139,79 161,80 144,124 165,125
3 163,80 185,81 167,125 187,125
9 187,81 207,82 189,125 208,125
plate 14,52 212,64 39,136 213,136
