14 97,379 112,377 86,410 100,409
10 113,377 129,374 102,409 118,409
11 131,374 149,371 120,408 139,408
7 158,369 181,365 148,407 171,406
8 183,365 210,360 174,406 202,405
3 212,360 243,355 204,405 238,403
1 247,354 285,348 242,403 283,401
plate 100,368 297,327 81,419 296,417
23 40,217 54,216 46,244 60,243
20 56,215 72,214 61,243 77,243
29 73,213 91,211 79,243 96,242
1 99,210 120,208 104,242 124,241
4 122,208 146,205 127,241 149,241
4 149,205 176,201 152,241 178,240
9 179,201 210,197 181,240 211,239
plate 36,207 218,178 46,251 218,250
