27 44,124 56,122 38,149 51,148
22 57,122 70,121 52,148 65,148
13 71,121 86,119 66,148 81,148
2 93,118 108,117 88,147 105,147
0 110,116 128,114 107,147 125,146
1 130,114 149,112 127,146 147,146
0 151,112 173,109 149,146 172,145
plate 45,114 179,95 35,156 179,155
15 214,159 226,159 222,182 233,183
11 228,159 240,159 234,183 246,183
14 242,159 253,160 247,183 257,183
6 259,160 270,160 263,183 273,183
9 271,160 283,160 274,183 285,183
1 284,160 294,161 286,183 296,183
2 295,161 307,161 297,183 307,183
plate 210,149 309,152 222,187 309,188
