16 86,414 103,416 80,457 98,457
16 106,416 123,418 101,457 119,458
16 124,418 140,420 120,458 137,458
6 147,421 160,422 144,459 159,459
4 162,422 175,424 160,459 174,459
3 177,424 190,425 176,459 189,460
8 190,425 203,427 190,460 202,460
plate 86,398 205,415 76,469 205,470
16 93,201 117,205 86,261 112,262
30 120,205 142,209 114,262 137,263
26 144,210 163,213 140,263 160,264
8 171,214 188,217 168,264 186,265
5 190,217 205,220 188,265 204,266
5 207,220 221,223 206,266 220,266
4 222,223 235,225 222,266 235,267
plate 93,180 239,211 81,276 238,278
