13 109,287 116,286 117,300 125,300
17 117,286 125,285 125,300 134,299
17 127,285 137,284 135,299 145,299
3 141,283 153,281 149,299 160,299
6 155,281 169,279 161,299 174,298
7 171,279 189,277 177,298 193,298
7 190,277 212,274 194,298 213,297
plate 104,282 217,261 119,303 218,302
18 72,116 108,121 85,191 119,192
33 111,121 144,126 121,192 152,193
14 147,126 175,130 154,193 181,194
8 188,132 214,136 193,194 217,195
6 215,136 238,139 219,195 241,196
2 241,140 261,143 243,196 263,197
1 263,143 282,146 264,197 282,197
plate 61,82 287,125 84,209 287,211
