13 388,350 401,351 383,381 397,381
13 402,351 415,352 398,381 412,382
10 417,352 429,354 414,382 427,382
4 434,354 445,355 432,382 443,383
9 446,355 456,356 444,383 455,383
5 458,356 467,357 457,383 467,383
0 468,357 478,358 468,383 477,384
plate 388,338 480,349 380,390 480,391
31 85,468 97,467 94,493 106,493
10 99,467 113,467 108,493 120,493
33 115,467 130,466 122,493 136,493
7 136,466 151,465 142,493 156,492
9 153,465 168,465 157,492 172,492
1 170,465 186,464 173,492 188,492
4 189,464 204,464 190,492 205,492
plate 79,457 209,451 94,499 210,499
