20 323,411 333,410 313,435 323,434
25 335,410 346,408 325,434 337,434
30 347,408 359,407 337,434 351,434
6 365,406 378,405 357,433 371,433
8 380,405 394,403 373,433 388,432
9 396,403 413,401 391,432 409,432
6 414,401 432,398 411,432 431,431
plate 326,403 437,387 308,442 437,441
11 93,318 118,321 86,375 112,376
26 121,321 144,324 115,376 139,377
19 146,324 167,327 141,377 163,378
1 176,328 195,330 172,378 192,379
3 197,331 214,333 194,379 213,380
9 216,333 233,335 215,380 232,380
7 234,335 250,337 233,380 249,381
plate 94,296 253,321 81,392 253,393
