33 104,399 109,398 100,411 106,410
14 110,398 116,397 107,410 113,410
21 116,397 123,397 113,410 120,410
5 126,396 134,395 124,410 132,409
7 135,395 143,394 133,409 141,409
6 144,394 155,392 143,409 154,409
7 156,392 167,391 155,409 166,408
plate 105,394 171,383 99,414 171,414
12 61,441 87,443 53,502 81,502
29 89,443 116,445 83,503 110,503
22 118,445 142,447 112,503 137,504
9 152,447 176,449 148,504 173,504
1 177,449 199,451 175,504 197,505
1 201,451 222,452 200,505 221,505
5 224,453 243,454 223,505 243,506
plate 60,418 249,435 47,520 249,520
