30 3,184 20,183 -11,225 7,224
32 22,183 40,182 8,224 28,224
21 42,182 60,181 30,224 50,223
4 70,180 89,179 60,223 82,223
2 91,179 113,178 84,223 107,223
8 115,178 136,176 109,222 132,222
7 139,176 161,175 136,222 160,222
plate 6,170 168,158 -18,237 167,236
25 223,80 236,79 229,107 241,106
10 238,79 253,78 243,106 257,106
25 254,78 269,77 258,106 273,106
5 277,77 292,76 280,106 295,106
5 294,76 311,75 297,106 313,105
3 313,75 332,74 315,105 333,105
3 333,73 353,72 334,105 353,105
plate 220,69 358,58 228,113 358,113
