22 19,124 48,128 2,195 34,196
17 51,128 78,131 37,196 67,197
33 80,131 104,134 69,197 96,198
9 115,135 138,138 108,198 132,199
6 141,138 162,140 135,199 158,199
2 163,140 183,143 160,199 181,200
8 186,143 204,145 184,200 204,201
plate 22,99 209,125 -6,216 209,217
24 314,399 324,398 304,424 315,423
22 326,398 337,397 316,423 328,423
20 338,397 351,395 329,423 343,423
9 357,395 370,393 349,422 363,422
5 371,393 386,392 365,422 380,421
7 388,391 404,390 383,421 401,421
7 405,389 424,387 402,421 423,420
plate 317,391 429,376 299,431 428,430
