13 143,75 171,79 133,141 164,142
28 174,79 199,83 166,142 194,143
22 201,84 224,87 196,143 219,144
0 234,89 254,92 230,145 251,145
9 256,92 274,95 253,146 273,146
1 276,95 293,97 274,146 292,147
4 295,98 310,100 294,147 310,148
plate 144,50 314,82 128,160 314,162
13 4,416 17,415 9,441 22,440
29 19,414 33,413 23,440 37,440
23 34,413 49,412 38,440 53,440
6 56,412 71,411 59,440 74,440
6 74,410 90,409 77,439 93,439
3 93,409 112,408 95,439 113,439
0 113,408 134,406 114,439 134,438
plate 0,405 139,392 9,447 139,447
