14 183,196 197,198 188,227 201,227
10 198,198 213,199 202,227 216,227
29 214,200 226,201 217,228 228,228
9 231,202 241,203 233,228 243,228
0 242,203 253,205 244,228 254,229
2 254,205 263,206 255,229 263,229
0 263,206 272,207 264,229 272,229
plate 179,183 274,199 187,233 274,234
22 87,116 98,115 95,134 106,134
12 99,114 111,113 107,134 119,134
31 112,113 126,111 120,134 134,133
0 133,110 150,107 141,133 157,133
5 152,107 172,104 159,132 177,132
6 174,104 198,101 180,132 202,131
9 201,100 231,96 205,131 232,130
plate 82,108 240,78 96,139 241,138
