21 1,79 18,78 -5,115 12,115
15 19,78 38,76 14,115 33,115
13 40,76 58,75 34,115 54,114
7 68,74 89,72 64,114 85,113
8 91,72 114,70 87,113 111,113
1 116,70 140,68 114,113 139,112
0 144,67 170,65 142,112 169,112
plate 2,66 177,47 -8,126 177,125
27 300,127 313,125 293,154 307,153
32 314,124 329,122 308,153 323,152
29 331,122 347,119 325,152 341,152
6 356,118 376,115 351,151 371,150
7 378,115 401,111 373,150 397,149
4 404,111 430,106 400,149 427,148
6 434,106 466,101 432,148 465,147
plate 301,116 476,82 291,162 476,160
