14 31,174 48,176 27,217 45,217
21 51,176 68,178 48,217 66,218
13 70,178 86,180 67,218 84,218
9 93,181 107,182 91,218 106,219
5 109,182 122,184 108,219 121,219
3 124,184 137,185 123,219 137,219
5 138,185 150,186 137,220 150,220
plate 30,158 153,174 23,229 153,229
21 171,326 197,327 179,376 203,377
16 199,327 224,329 206,377 229,377
32 226,329 249,330 231,377 253,377
1 259,331 281,332 263,378 284,378
8 283,332 304,333 286,378 306,378
1 306,333 326,334 308,378 327,379
4 328,335 348,336 329,379 348,379
plate 165,304 352,318 179,390 352,390
