17 213,242 239,246 221,294 246,295
21 240,246 264,249 247,295 269,296
11 265,249 286,252 270,296 290,296
8 295,253 313,256 298,296 315,297
1 315,256 331,258 317,297 332,298
8 333,258 347,260 334,298 348,298
5 349,260 362,262 350,298 363,298
plate 205,218 366,247 221,307 366,308
23 146,52 164,50 156,85 174,85
14 166,50 186,49 176,84 195,84
21 187,48 208,47 196,84 216,84
7 219,46 242,44 226,83 248,83
7 244,44 270,41 251,83 275,82
1 273,41 301,39 278,82 304,82
3 305,38 335,36 308,82 336,81
plate 140,38 344,14 158,93 345,93
