24 31,358 54,362 24,415 48,416
26 56,362 78,365 51,416 73,417
20 80,365 99,368 75,417 96,418
5 107,369 124,372 104,418 122,419
2 126,372 142,374 124,419 140,419
0 143,374 158,377 142,419 157,420
6 159,377 173,379 159,420 173,420
plate 31,339 176,365 19,430 176,431
16 242,103 267,105 255,153 277,154
24 269,105 293,107 280,154 301,154
19 295,107 317,108 303,154 324,154
9 326,109 347,110 332,154 352,155
8 349,110 369,112 354,155 372,155
3 371,112 389,113 374,155 391,155
7 391,113 409,114 393,155 410,156
plate 234,83 414,99 255,164 414,165
