20 432,373 441,373 437,389 445,389
22 442,373 451,372 446,389 455,389
22 451,372 460,372 455,389 463,389
0 464,372 474,372 467,389 477,389
8 475,372 484,371 478,389 486,388
7 485,371 496,371 487,388 497,388
0 497,371 506,371 498,388 507,388
plate 429,365 510,362 437,393 510,393
16 59,348 85,347 78,395 102,395
25 88,347 114,346 104,395 129,395
13 116,346 144,345 131,395 156,394
6 157,344 186,343 168,394 195,394
5 189,343 219,342 198,394 226,394
8 221,342 252,341 228,394 256,394
5 256,341 288,339 260,394 289,393
plate 48,327 297,314 80,407 297,406
