18 36,151 52,153 27,192 44,193
10 54,154 68,156 47,193 62,194
13 70,156 84,159 65,194 80,194
4 89,160 101,162 85,195 98,195
5 102,162 113,164 99,195 111,196
4 113,164 123,166 112,196 123,196
9 125,166 133,167 124,196 133,197
plate 36,136 136,158 21,205 136,206
25 284,459 297,459 291,484 302,484
26 298,459 311,460 304,484 316,484
10 312,460 323,460 317,484 327,484
4 329,461 340,461 333,484 343,484
5 341,461 353,462 344,484 355,484
2 354,462 364,462 356,484 365,484
9 365,462 376,462 366,484 376,484
plate 280,449 378,454 292,489 378,489
