18 18,37 27,37 26,54 35,54
23 28,37 39,36 36,54 45,54
20 40,35 52,34 47,54 58,54
0 57,34 69,33 63,53 75,53
4 71,33 85,31 76,53 89,53
3 87,31 103,30 91,53 105,52
4 104,30 122,28 107,52 123,52
plate 14,30 127,16 27,58 127,58
23 199,441 222,442 185,493 210,493
23 223,442 245,443 212,493 236,494
20 247,443 268,444 238,494 260,494
3 278,444 297,445 271,494 292,494
1 299,445 319,446 294,494 316,494
3 321,446 340,447 317,494 338,495
6 342,447 360,448 340,495 360,495
plate 202,422 365,430 179,509 365,509
