27 236,244 248,245 233,272 245,272
14 249,245 261,247 246,272 258,272
28 262,247 272,247 260,272 270,273
2 277,248 286,249 275,273 285,273
0 287,249 297,250 286,273 296,273
7 297,250 306,250 297,273 305,273
7 307,251 315,251 306,273 315,274
plate 237,235 317,244 231,278 317,279
19 161,23 176,21 171,50 186,50
10 178,20 195,18 188,50 205,49
22 197,18 217,15 207,49 226,49
6 227,13 252,9 236,48 261,47
4 256,9 285,5 264,47 292,46
0 288,4 324,0 295,46 329,45
0 329,-1 373,-7 333,45 375,44
plate 155,11 387,-33 172,58 388,56
