27 350,452 357,451 341,469 348,469
21 358,451 366,450 349,469 357,468
19 367,449 377,448 359,468 369,468
0 381,447 393,445 374,467 386,467
2 394,445 407,442 387,467 402,466
3 409,442 424,439 403,466 420,465
3 427,439 445,436 423,465 443,464
plate 352,447 451,426 337,474 450,473
27 44,438 54,438 39,460 49,460
22 55,438 65,437 50,460 61,460
19 67,437 77,437 63,460 74,460
0 82,436 93,436 79,460 90,459
0 94,436 105,435 91,459 103,459
6 107,435 119,435 106,459 118,459
4 120,435 133,434 119,459 133,459
plate 45,430 136,425 37,467 136,466
