31 377,226 391,226 381,255 394,255
14 393,226 408,225 396,255 411,255
28 409,225 425,224 412,255 428,255
5 432,224 448,224 434,255 450,255
0 450,223 466,223 452,255 467,254
2 468,223 486,222 469,254 486,254
0 487,222 505,221 488,254 505,254
plate 374,214 510,208 380,263 510,263
21 64,170 95,173 74,231 103,231
10 97,173 125,176 106,231 132,232
26 128,176 153,178 134,232 158,232
4 165,179 188,181 170,233 192,233
1 190,181 213,183 194,233 215,234
0 215,184 235,185 217,234 237,234
1 238,186 257,187 239,234 257,234
plate 57,144 262,168 75,246 262,247
