22 100,252 116,250 85,287 102,287
10 117,250 134,249 103,287 121,286
15 136,248 153,247 123,286 141,286
5 162,246 181,244 151,285 172,285
2 183,243 205,241 174,285 198,284
2 207,241 230,239 200,284 225,283
3 233,238 258,236 229,283 257,282
plate 104,240 265,219 79,298 264,297
28 242,363 256,361 225,394 238,393
19 257,360 272,358 240,393 256,392
18 274,358 290,355 257,392 275,391
6 299,353 320,350 284,391 306,390
0 321,350 344,346 308,390 333,389
5 347,345 374,341 337,388 367,387
0 377,341 408,335 369,387 405,385
plate 247,352 418,318 218,403 417,402
