17 248,343 270,344 255,384 275,384
11 271,344 292,345 277,385 296,385
22 293,345 313,346 297,385 316,385
0 322,346 339,347 325,385 342,385
5 341,347 359,348 344,385 360,386
1 361,348 377,349 362,386 378,386
4 379,349 395,350 380,386 395,386
plate 243,324 399,334 254,395 400,396
18 198,64 208,64 206,84 215,84
12 209,64 221,64 216,84 226,84
27 222,64 232,63 227,84 237,84
2 238,63 249,63 242,84 253,83
6 250,63 262,62 254,83 265,83
6 264,62 275,62 266,83 277,83
6 277,62 290,62 278,83 290,83
plate 194,56 292,53 206,88 293,88
