17 276,455 288,453 285,475 297,475
27 288,453 302,452 297,475 310,474
11 303,452 318,450 311,474 326,474
7 325,449 342,447 333,474 349,473
2 345,447 365,444 351,473 370,473
1 367,444 390,441 372,473 394,472
1 393,441 421,437 397,472 422,471
plate 270,446 430,419 286,480 430,480
19 67,222 86,220 76,259 95,258
24 88,220 109,218 96,258 117,258
21 111,218 133,216 119,258 141,257
9 144,216 170,213 151,257 176,257
7 172,213 200,211 178,257 204,256
1 203,211 233,208 207,256 235,256
6 235,208 268,205 238,256 269,255
plate 60,207 278,183 76,268 278,268
