17 246,40 263,39 237,77 254,76
24 265,39 283,37 256,76 275,76
28 285,37 303,35 277,76 296,75
7 313,35 333,33 306,75 327,75
2 335,33 358,31 329,75 353,74
1 360,31 383,29 356,74 380,73
9 386,28 411,26 384,73 411,73
plate 249,27 419,8 232,88 418,87
31 88,119 117,124 81,186 111,188
29 120,124 146,128 114,188 142,189
32 148,128 171,132 144,189 168,190
6 181,134 201,137 179,190 199,191
5 203,137 222,140 201,191 221,192
2 224,140 241,143 223,192 240,193
2 243,143 258,146 242,193 258,194
plate 88,93 262,128 75,206 262,207
