16 342,475 354,475 336,503 349,503
17 355,475 367,476 350,503 362,503
29 369,476 380,476 364,503 376,503
6 385,477 395,477 381,503 393,503
4 396,477 407,477 394,503 405,503
1 409,478 419,478 407,503 418,503
7 420,478 430,478 419,503 430,504
plate 343,465 433,469 333,511 432,511
21 85,88 100,86 78,119 93,118
12 101,86 117,85 95,118 111,118
23 119,84 136,83 113,118 131,117
9 144,82 164,80 139,117 159,117
8 165,80 187,77 161,116 183,116
3 189,77 212,75 186,116 210,115
5 215,75 240,72 213,115 240,114
plate 87,77 247,55 75,128 247,127
