27 111,453 134,455 101,506 126,507
20 137,455 158,457 129,507 152,508
20 161,457 181,459 154,508 176,508
6 190,460 209,462 185,509 205,509
6 210,462 228,464 207,509 226,510
2 230,464 247,465 228,510 246,510
4 249,466 265,467 248,510 264,511
plate 112,433 269,451 96,523 268,523
29 76,347 97,349 72,392 94,392
32 98,349 118,351 95,392 115,393
13 119,351 137,352 116,393 135,393
2 145,353 161,354 143,394 160,394
6 163,355 178,356 162,394 177,394
2 180,356 194,357 179,394 194,395
7 196,357 210,359 196,395 210,395
plate 76,329 214,344 69,405 214,405
