30 269,140 284,139 257,173 273,173
14 286,138 302,137 275,173 292,172
28 304,136 321,134 293,172 311,171
0 330,133 350,131 321,171 342,170
7 352,131 374,128 344,170 368,170
1 376,128 400,125 370,169 396,169
9 404,124 431,121 400,169 429,168
plate 272,129 439,104 253,183 438,182
22 405,20 416,22 402,46 414,46
20 418,22 428,24 415,46 425,46
16 428,24 437,25 425,46 435,47
8 441,25 449,27 439,47 448,47
9 450,27 456,28 449,47 456,48
9 457,28 464,29 456,48 463,48
8 465,29 470,30 464,48 470,48
plate 406,10 472,22 399,53 472,54
