18 414,256 429,258 418,288 432,289
30 430,258 444,260 433,289 447,289
25 446,261 457,262 448,289 459,289
6 463,263 473,264 464,290 474,290
8 474,265 484,266 475,290 485,290
8 485,266 493,267 486,290 494,291
9 494,267 503,269 495,291 503,291
plate 411,243 504,261 418,295 504,296
16 20,230 37,231 24,267 41,267
18 39,231 57,231 43,267 60,267
16 58,231 76,232 61,267 78,267
6 83,232 99,233 85,267 100,267
6 101,233 116,234 102,267 117,268
4 118,234 134,234 119,268 134,268
4 135,234 150,235 135,268 150,268
plate 16,215 154,221 23,276 154,277
