28 9,99 29,98 2,143 23,143
12 31,98 53,97 25,143 47,143
22 54,96 76,95 49,143 72,142
4 86,95 110,94 82,142 107,142
3 112,94 136,93 109,142 133,142
6 139,93 164,91 136,142 162,141
4 166,91 191,90 164,141 191,141
plate 9,82 199,71 -2,156 199,156
31 235,146 267,150 246,210 276,211
20 270,150 299,154 279,211 306,212
33 302,154 327,157 309,212 333,213
9 339,158 363,160 344,213 366,213
7 365,161 387,163 368,214 389,214
8 389,163 408,166 391,214 410,215
6 411,166 429,168 412,215 430,215
plate 227,118 434,148 247,227 434,228
