26 22,253 33,251 10,278 21,277
25 34,251 47,249 23,277 36,277
33 49,248 63,246 37,276 52,276
4 70,245 88,242 60,275 78,274
6 90,242 110,238 80,274 102,273
7 112,238 137,234 105,273 131,272
8 139,233 169,228 134,272 167,270
plate 25,244 177,213 5,285 175,284
21 105,115 109,114 99,125 104,124
33 110,114 115,113 104,124 109,124
23 115,113 121,112 109,124 115,124
5 124,112 131,110 118,124 126,123
0 132,110 139,109 127,123 135,123
1 141,108 151,106 137,123 148,122
5 152,106 164,104 150,122 163,121
plate 107,111 169,97 97,128 169,127
